,video_id,playlist_id,title,description,upload_date
144,BfVMCf6S8lI,,Podcast: The Best Anti-Inflammatory Diet,Sometimes our immune systems are our own worst enemies. Here are ways to prevent the inflammation that comes with immune ...,2020-11-19T13:00:02Z
145,2i0fu3r3DZg,,Almonds for Osteoporosis,What happens when you drip blood taken from people before and four hours after almond consumption on bone cells?,2016-04-01T12:54:13Z
146,0smauGspMm4,,Does Aspartame Cause Cancer?,"How should we parse the conflicting human data on aspartame (Nutrasweet) intake and non-Hodgkin's lymphoma, multiple ...",2017-03-01T12:04:37Z
147,ufsZ3PtMKLQ,,New Mineral Absorption Enhancers Found,New subscribers to our e-newsletter always receive a free gift. Get yours here: https://nutritionfacts.org/subscribe/ DESCRIPTION: ...,2012-07-25T11:30:24Z
148,iUI5nm8_sx4,,Vitamin D for Inflammatory Bowel Disease,Vitamin D supplements were put to the test for Crohn's disease. New subscribers to our e-newsletter always receive a free gift.,2017-01-02T12:58:25Z
149,Ylu0_wrsa-U,,Dr. Greger in the Kitchen: Cran-Chocolate Pomegranate BROL Bowl,Prebiotic goodness for breakfast to keep your microbiome happy all day long. Subscribe to NutritionFacts.org's free newsletter to ...,2021-03-01T12:59:54Z
150,uDNHIdWXjLY,,Canned Beans or Cooked Beans?,"Canned beans are convenient, but are they as nutritious as home cooked? And if we do used canned, should we drain them or ...",2013-11-01T11:15:44Z
151,uFWAInzVNCQ,,The Benefits of Moringa: Is It the Most Nutritious Food?,Does the so-called miracle tree live up to the hype? A look at the nutritional benefits of moringa. New subscribers to our ...,2021-07-07T11:59:51Z
152,-tOdfgO31RA,,Dr. Greger&#39;s Daily Dozen App,Download the free Daily Dozen app today. iPhone app: https://apps.apple.com/us/app/dr-gregers-daily-dozen/id1060700802 ...,2021-07-27T12:25:31Z
153,1-RsRCzDwD4,,Can Dehydration Affect Our Mood?,New subscribers to our e-newsletter always receive a free gift. Get yours here: https://nutritionfacts.org/subscribe/ DESCRIPTION: ...,2015-07-24T11:44:54Z
154,BPMjVtDteb0,,The Best Diet for Weight Loss and Disease Prevention,The best diet for weight loss may also be the healthiest and most effective for disease prevention. New subscribers to our ...,2020-09-09T11:59:48Z
155,oOv_S0nRejo,,Erythritol May Be a Sweet Antioxidant - UPDATE: don’t eat! (See doc note below),Correction: 00:10 IMPORTANT NOTE: Though the observational data does appear rife ...,2012-12-04T12:32:40Z
156,jPYTbHctMQg,,How Risky is the Arsenic in Rice?,Getting rice down to the so-called safe water limit for arsenic would still allow for roughly 500 times greater cancer risk than is ...,2017-08-07T12:04:36Z
157,6D6vbXH-tAc,,Don&#39;t Wait Until Your Doctor Kicks the Habit,"Just like most doctors smoked in the 1950, most physicians today continue to consume foods that are contributing to our ...",2017-03-10T12:41:48Z
158,aPC6lB-CuoM,,The Effects of Cleaning Products and Air Fresheners on Lung Function,"There is a reason the Centers for Disease Control and Prevention prohibits not only smoking, but also scented or fragranced ...",2021-06-28T11:59:49Z
159,gvodHKXH0XU,,Food Antioxidants and Cancer,New subscribers to our e-newsletter always receive a free gift. Get yours here: https://nutritionfacts.org/subscribe/ Antioxidant ...,2014-02-21T12:20:31Z
160,Dj_MaHa2NDY,,How to Counter the Inflammation of Aging,"What can we eat to combat “inflamm-aging”, the chronic low-grade inflammation that accompanies the aging process?",2016-02-08T13:13:53Z
161,fpZyC7qcciw,,"Was It the Flaxseed, Fat Restriction, or Both?",New subscribers to our e-newsletter always receive a free gift. Get yours here: https://nutritionfacts.org/subscribe/ DESCRIPTION: ...,2013-03-27T11:36:42Z
162,nGEb3DCsklo,,Longer Life Within Walking Distance,"Researchers find exercise often works just as well as drugs for the treatment of heart disease and stroke, and the prevention of ...",2014-06-04T11:18:21Z
163,It6Eblem5Zg,,Can Vinegar Help with Blood Sugar Control?,"The consumption of vinegar with meals was used as a folk remedy for diabetes before drugs came along, but it wasn't put to the ...",2016-05-06T12:45:32Z
164,1Y-jQ8OBXko,,Sodium and Arterial Function: A-salting Our Endothelium,A salted meal can impair artery function within 30 minutes by suppressing a key detoxifying antioxidant enzyme in our body.,2016-07-22T11:52:42Z
165,LYmACa5Zxnw,,Is Marijuana Addictive?,"The evidence clearly indicates that long-term marijuana use can lead to addiction, but are there negative consequences? Looking ...",2018-02-19T13:07:41Z
166,jufMNsJxD-4,,The Role of Genes in the Obesity Epidemic,The obesity “fat gene” accounts for less than 1% of the differences in size between people. New subscribers to our e-newsletter ...,2020-04-06T11:59:46Z
167,EzxbhpvvVKo,,"The Best Way to Get Vitamin D: Sun, Supplements, or Salons?",New subscribers to our e-newsletter always receive a free gift. Get yours here: https://nutritionfacts.org/subscribe/ DESCRIPTION: ...,2016-07-08T11:49:01Z
168,Jd0QoZe8wGo,,Potential Pitfalls of Calorie Restriction,How to preserve bone and mass on a low calorie diet. Resistance training even just three times a week can prevent more than 90 ...,2019-10-21T11:59:51Z
169,iUI5nm8_sx4,,Vitamin D for Inflammatory Bowel Disease,Vitamin D supplements were put to the test for Crohn's disease. New subscribers to our e-newsletter always receive a free gift.,2017-01-02T12:58:25Z
170,SYlREuH_PPI,,How Not to Die from Kidney Disease,What are the three significant dietary risk factors for declining kidney function? New subscribers to our e-newsletter always receive ...,2016-10-12T11:55:06Z
171,CKSkp6zN4n4,,Best Foods for Halitosis and Gingivitis,The best and worst foods for bad breath and gum inflammation. Bad breath is caused by these gaseous sulfur compounds ...,2019-03-04T13:06:01Z
172,k9kI4tkadX0,,Nutrient-Dense Approach to Weight Management,Looking for healthy holiday meals? Subscribe to our free newsletter and receive a holiday recipe guide with four recipes: ...,2013-10-23T11:11:02Z
173,aog5kWeIu9o,,The First Studies on Vegetarian Athletes,Meat-eating athletes are put to the test against veg athletes and even sedentary plant-eaters in feats of endurance.,2018-12-05T12:46:52Z
174,qhyRfnh726E,,Lead Contamination of Tea,"At what level of tea consumption might the benefits of tea start to be countered by the risks of lead contamination for green, white, ...",2015-12-30T12:55:07Z
175,JhQrCnOoEjQ,,What Is the Healthiest Diet?,What the baggage that comes along with the nutrients in your food? New subscribers to our e-newsletter always receive a free gift.,2016-10-21T12:11:11Z
176,BDl4zqNxI-o,,Protein Source: An Acid Test for Kidney Function,"Dietary Acid Load is determined by the balance of acid-inducing food, such as meats, eggs, and cheeses, offset by base-inducing ...",2016-01-29T12:40:06Z
177,J5aXDHHmFNA,,Broccoli: Sprouts vs. Supplements,New subscribers to our e-newsletter always receive a free gift. Get yours here: https://nutritionfacts.org/subscribe/ DESCRIPTION: ...,2014-06-25T11:33:02Z
178,rO4kdtMq8rs,,Eggs vs. Cigarettes in Atherosclerosis,New subscribers to our e-newsletter always receive a free gift. Get yours here: https://nutritionfacts.org/subscribe/ ...,2013-03-11T11:30:20Z
179,o1O6TqPRV5o,,Plant-Based Diets and Diabetes,"We've known for a half century that plant-based diets are associated with lower diabetes risk, but how low does one have to ...",2015-01-12T12:43:41Z
180,-IrLNIaynYg,,Herbal Tea Update: Rooibos &amp; Nettle,New subscribers to our e-newsletter always receive a free gift. Get yours here: https://nutritionfacts.org/subscribe/ DESCRIPTION: ...,2013-03-08T12:35:43Z
181,xN1iUr07Wdk,,Changing Protein Recommendations?,New subscribers to our e-newsletter always receive a free gift. Get yours here: https://nutritionfacts.org/subscribe/ A research ...,2012-11-13T12:23:33Z
182,QOn1hVZUDvo,,Biggest Nutrition Bang for Your Buck,Growing your own broccoli sprouts is one of the most cost-effective ways to improve one's diet. New subscribers to our ...,2012-03-22T11:57:21Z
183,tS9NpmU6PHs,,Why BPA Hasn’t Been Banned,If the synthetic estrogen BPA is linked to billions of dollars' worth of medical problems a year why is it still allowed in the food ...,2016-11-14T13:05:46Z
184,c7Ehvqwpp-I,,Does Oil Pulling Help With Cancer?,"What evidence exists to suggest oil pulling can effectively treat serious diseases such as paralysis, meningitis, cancer, and AIDS?",2017-12-06T13:00:27Z
185,kWpqF0Rq4oU,,Do Angioplasty Heart Stent Procedures Work?,There are demonstrably no benefits to the hundreds of thousands of angioplasty and stent procedures performed outside of an ...,2021-03-17T11:59:49Z
186,cmmbCM2_AGs,,Preventing Cataracts with Diet,New subscribers to our e-newsletter always receive a free gift. Get yours here: https://nutritionfacts.org/subscribe/ ...,2012-05-06T03:57:31Z
187,EZadvufwE4M,,Is It Better to Advise More Plants or Less Junk?,It may be politically more expedient to promote an increase in consumption of healthy items rather than a decrease in ...,2017-04-26T12:06:33Z
188,U6tyu1Df1d4,,Juicing Removes More Than Just Fiber,"The majority of polyphenol phytonutrients may be bound to fiber, helping to explain the marked difference in health impacts ...",2014-10-29T11:23:10Z
189,KBmtOT6WfV4,,What to Do if You Come Down with COVID-19?,Sick rooms and other precautions to take if you come down with COVID-19. And can pets like cats and dogs get infected with ...,2020-07-13T11:59:48Z
190,StyRTo3AUO8,,Flashback Friday: Which Fruits and Vegetables Boost DNA Repair?,"Every hour, there are 800 incidents of DNA damage in our bodies. Which foods help us patch back up: apples, broccoli, celery, ...",2019-06-21T12:00:04Z
191,p2LwYhEdcpc,,Cranberries versus Cancer,New subscribers to our e-newsletter always receive a free gift. Get yours here: https://nutritionfacts.org/subscribe/ DESCRIPTION: ...,2013-05-13T11:38:17Z
192,gAk-MHv1bNU,,Anti-Angiogenesis: Cutting Off Tumor Supply Lines,New subscribers to our e-newsletter always receive a free gift. Get yours here: https://nutritionfacts.org/subscribe/ DESCRIPTION: ...,2013-07-12T11:45:45Z
193,0qp5MywomPc,,Whole Grains May Work as Well as Drugs,New subscribers to our e-newsletter always receive a free gift. Get yours here: https://nutritionfacts.org/subscribe/ DESCRIPTION: ...,2012-12-25T12:28:30Z
194,mQuJxN9uP7w,,Survival of the Firmest: Erectile Dysfunction and Death,New subscribers to our e-newsletter always receive a free gift. Get yours here: https://nutritionfacts.org/subscribe/ DESCRIPTION: ...,2013-08-19T11:25:48Z
195,ETQ1bX7h6-0,,Recipe: Edamame Guacamole,"Here's a spin on traditional guacamole, from the How Not to Die Cookbook. New subscribers to our e-newsletter always receive a ...",2019-03-25T11:42:35Z
196,qbj_sdEygV4,,Eating Better to Look Better,New subscribers to our e-newsletter always receive a free gift. Get yours here: https://nutritionfacts.org/subscribe/ DESCRIPTION: ...,2013-09-11T11:08:06Z
197,ufsZ3PtMKLQ,,New Mineral Absorption Enhancers Found,New subscribers to our e-newsletter always receive a free gift. Get yours here: https://nutritionfacts.org/subscribe/ DESCRIPTION: ...,2012-07-25T11:30:24Z
198,j7JF8W_xxYw,,The Role of Diet vs. Exercise in the Obesity Epidemic,"When it comes to obesity, which is more important: diet vs. exercise? Can weight be lost without exercise? The common ...",2020-04-01T12:00:04Z
199,3c9G4X2PyBo,,Pomegranate vs. Placebo for Prostate Cancer,Pomegranate juice for prostate cancer was finally put to the test in a randomized controlled clinical trial. New subscribers to our ...,2016-08-17T11:55:33Z
200,mQuJxN9uP7w,,Survival of the Firmest: Erectile Dysfunction and Death,New subscribers to our e-newsletter always receive a free gift. Get yours here: https://nutritionfacts.org/subscribe/ DESCRIPTION: ...,2013-08-19T11:25:48Z
201,ETQ1bX7h6-0,,Recipe: Edamame Guacamole,"Here's a spin on traditional guacamole, from the How Not to Die Cookbook. New subscribers to our e-newsletter always receive a ...",2019-03-25T11:42:35Z
202,qbj_sdEygV4,,Eating Better to Look Better,New subscribers to our e-newsletter always receive a free gift. Get yours here: https://nutritionfacts.org/subscribe/ DESCRIPTION: ...,2013-09-11T11:08:06Z
203,ufsZ3PtMKLQ,,New Mineral Absorption Enhancers Found,New subscribers to our e-newsletter always receive a free gift. Get yours here: https://nutritionfacts.org/subscribe/ DESCRIPTION: ...,2012-07-25T11:30:24Z
204,j7JF8W_xxYw,,The Role of Diet vs. Exercise in the Obesity Epidemic,"When it comes to obesity, which is more important: diet vs. exercise? Can weight be lost without exercise? The common ...",2020-04-01T12:00:04Z
205,3c9G4X2PyBo,,Pomegranate vs. Placebo for Prostate Cancer,Pomegranate juice for prostate cancer was finally put to the test in a randomized controlled clinical trial. New subscribers to our ...,2016-08-17T11:55:33Z
206,DAseTg7iVBY,,Bacterial Vaginosis and Diet,New subscribers to our e-newsletter always receive a free gift. Get yours here: https://nutritionfacts.org/subscribe/ DESCRIPTION: ...,2013-06-07T11:20:35Z
207,85guGsJJe4k,,BPA on Receipts: Getting Under Our Skin,Using skin lotion or hand sanitizer before touching thermal paper (cash register receipts and printed tickets) can facilitate the ...,2017-01-09T12:52:34Z
208,kbwdsK7o0p4,,Potassium and Autoimmune Disease,New subscribers to our e-newsletter always receive a free gift. Get yours here: https://nutritionfacts.org/subscribe/ DESCRIPTION: ...,2012-12-21T11:04:12Z
209,KPt6ah__398,,Paleo Diet Studies Show Benefits,What happens when Paleolithic-type diets are put to the test? New subscribers to our e-newsletter always receive a free gift.,2016-09-02T11:55:14Z
210,4WkDJdt3NTg,,Who Should Take Statins?,How can you calculate your own personal heart disease risk and use it to determine if you should start on a cholesterol-lowering ...,2021-08-18T11:59:55Z
211,t-bgmubOUfI,,Flashback Friday: How to Prevent and Treat Kidney Stones with Diet,Interventional studies support the population data that animal protein consumption appears to markedly increase the risk of kidney ...,2019-03-22T12:09:10Z
212,_QwcCTbKFM8,,The COVID-19 Pandemic May Just Be a Dress Rehearsal,The next global pandemic: there may be an even deadlier pandemic threat waiting in the wings...of chickens. New subscribers to ...,2020-07-22T11:59:50Z
213,Ybq1mLAP5rg,,Avocados Lower Small Dense LDL Cholesterol,"What are the effects of oatmeal, walnuts, extra virgin olive oil, and avocados on LDL cholesterol size? New subscribers to our ...",2017-12-20T13:01:11Z
214,nE7T5FZUgu4,,Carcinogen Blocking Effects of Turmeric Curcumin,Less than a teaspoon a day of turmeric appears to significantly lower the DNA mutating ability of cancer-causing substances.,2014-03-14T11:24:09Z
215,GpAGy5mk_kw,,Reducing Muscle Soreness With Berries,New subscribers to our e-newsletter always receive a free gift. Get yours here: https://nutritionfacts.org/subscribe/ DESCRIPTION: ...,2013-08-12T11:20:31Z
216,aHmr70YAEzs,,Protecting Teeth from Hibiscus Tea,How can we protect our tooth enamel from the erosive natural acids found in sour foods and beverages? New subscribers to our ...,2014-10-13T10:36:20Z
217,KI-jaZTRU8M,,Apple Skin: Peeling Back Cancer,Apple peels appear to upregulate the tumor suppressor gene maspin and have strong antiproliferative effects on breast and ...,2013-01-09T11:59:14Z
218,FGmY7sjENjE,,The Institute of Medicine Report on the Health Effects of Marijuana,What did the 2017 National Academies of Sciences 468 page report conclude about cannabis? New subscribers to our ...,2017-12-22T13:02:23Z
219,PtlwhsBSWtI,,Eggs and Choline: Something Fishy,New subscribers to our e-newsletter always receive a free gift. Get yours here: https://nutritionfacts.org/subscribe/ ...,2013-10-11T11:09:40Z
220,jDmuIwlxSjI,,The Role of the Toxic Food Environment in the Obesity Epidemic,"Implausible explanations for the obesity epidemic and weight gain, such as sedentary lifestyles or lack of self-discipline, serve the ...",2020-05-06T11:59:47Z
221,Yduu8wBUtW0,,What Causes Cancer to Metastasize?,"Palmitic acid, a saturated fat concentrated in meat and dairy, can boost the metastatic potential of cancer cells through the fat ...",2021-06-07T11:59:46Z
222,HcT4K5KkTDE,,Best Foods for Polycystic Ovary Syndrome (PCOS),Which foods and cooking methods to choose and avoid given the role advanced glycation end-products (glycotoxins) may play in ...,2017-02-20T13:18:11Z
223,z7_eGXuTllE,,Prolonged Liver Function Enhancement From Broccoli,The boost in detoxifying enzymes triggered by cruciferous vegetable consumption may last for weeks! To review what I had ...,2013-01-30T12:26:19Z
224,X4S_A692Lyw,,Benefits of Fasting for Weight Loss Put to the Test,"For more than a century, fasting—up to 382 days without calories—has been used a weight loss treatment. New subscribers to our ...",2019-10-28T12:15:28Z
225,bewqr6HUBHA,,Cholesterol Feeds Breast Cancer Cells,New subscribers to our e-newsletter always receive a free gift. Get yours here: https://nutritionfacts.org/subscribe/ DESCRIPTION: ...,2014-04-25T11:14:18Z
226,41JE3tO3Ux8,,Fermented or Unfermented Soy Foods for Prostate Cancer Prevention,"Which appear more protective, fermented soy foods, such as miso and tempeh, or unfermented soy, like tofu and soymilk?",2017-07-05T12:25:43Z
227,DhZFoinQpI0,,Is Fiber an Effective Anti-Inflammatory?,Most Americans get less than half the recommended minimum fiber intake a day and the benefits of fiber go way beyond bowel ...,2019-01-07T15:05:49Z
228,MJXzEYVOBWk,,Vinegar and Artery Function,Sprinkling vinegar on greens may augment their ability to improve endothelial function. New subscribers to our e-newsletter ...,2016-05-04T11:58:56Z
229,rZQf-9rV9XM,,How to Reach the Antioxidant RDA,New subscribers to our e-newsletter always receive a free gift. Get yours here: https://nutritionfacts.org/subscribe/ DESCRIPTION: ...,2013-12-13T12:10:19Z
230,wpYO_3nTsNo,,Alkaline water: a scam?,New subscribers to our e-newsletter always receive a free gift. Get yours here: https://nutritionfacts.org/subscribe/ DESCRIPTION: ...,2011-10-16T22:22:24Z
231,uA7Rr0HXvMY,,Does Diet Soda Increase Stroke Risk as Much as Regular Soda?,"Sugar is no longer considered just empty calories, but an independent risk factor for cardiovascular disease. So, what happens if ...",2016-12-19T13:09:18Z
232,XOKMb6n2WY0,,The Best Knee Replacement Alternative for Osteoarthritis Treatment,Is there a nonsurgical alternative to knee replacement surgery that instead treats the cause of osteoarthritis and offers only ...,2020-12-16T12:59:55Z
233,AV4g_wMpE5g,,Why Does Forest Bathing Boost Natural Killer Cell Function?,Can the aroma of wood essential oils replicate the immune-boosting effects of walking in a forest? How forest bathing affects ...,2021-01-18T12:59:51Z
234,ZZ5UAxKayhs,,Antiperspirants and Breast Cancer,Shaving before applying underarm antiperspirants can increase aluminum absorption. Could this explain the greater number of ...,2017-05-01T12:04:10Z
235,OxOK0qERZkI,,Lead in Calcium Supplements,Does calcium citrate and calcium carbonate have as much lead as calcium supplements derived from dolomite and animal bone?,2018-01-19T13:01:44Z
236,PShnjWjwJRM,,How Much Exercise to Sustain Weight Loss?,New subscribers to our e-newsletter always receive a free gift. Get yours here: https://nutritionfacts.org/subscribe/ DESCRIPTION: ...,2014-02-14T12:18:57Z
237,-JoaYIriE5s,,Spicing Up DNA Protection,New subscribers to our e-newsletter always receive a free gift. Get yours here: https://nutritionfacts.org/subscribe/ DESCRIPTION: ...,2014-01-13T12:06:13Z
238,2_l-dqPyD0w,,Alzheimer&#39;s Disease: Grain Brain or Meathead?,New subscribers to our e-newsletter always receive a free gift. Get yours here: https://nutritionfacts.org/subscribe/. DESCRIPTION: ...,2014-07-02T11:14:18Z
239,4jJWp7slDFQ,,Benefits of Blueberries for Heart Disease,Blueberry tea is put to the test for cholesterol lowering. New subscribers to our e-newsletter always receive a free gift. Get yours ...,2018-12-12T12:51:18Z
240,J9Ml2mdIkXA,,How Much Do Doctors Actually Know About Nutrition?,See if you know more about basic nutrition than most doctors. New subscribers to our e-newsletter always receive a free gift.,2021-08-16T12:33:29Z
241,CDNyZeD87oc,,Blueberries for a Diabetic Diet and DNA Repair,"Blueberries are put to the test against insulin resistance, oxidation, and DNA damage. New subscribers to our e-newsletter always ...",2019-03-11T12:04:27Z
242,KIBsIQu0zNo,,How to Avoid the Obesity-Related Plastic Chemical BPA,90% of our exposure to the hormone-disrupting chemical bisphenol A comes from certain components of our diet.,2016-08-08T11:55:09Z
243,4kvGK1qqPMU,,Neurotoxicity Effects of Star Fruit,Star fruit contains a neurotoxin known as caramboxin that can cause irreversible brain damage at high enough doses.,2019-11-27T12:59:48Z
244,h_H-SQnueOI,,The New Calories per Pound of Weight Loss Rule,"Losing a pound of fat can take as few as 10 calories a day or as many as 55, depending on whether you're improving food quality ...",2019-10-07T11:59:52Z
245,9HP9h-wxKtg,,Methionine Restriction as a Life Extension Strategy,New subscribers to our e-newsletter always receive a free gift. Get yours here: https://nutritionfacts.org/subscribe/ DESCRIPTION: ...,2013-09-20T11:14:55Z
246,zq0mO36-_9w,,Can Oatmeal Reverse Heart Disease?,Less than 3% of Americans meet the daily recommended fiber intake despite research suggesting high-fiber foods such as whole ...,2015-04-27T21:09:37Z
247,2q1ln6vaSE0,,Are Melatonin Supplements Safe?,Over-the-counter melatonin (“anti-gonad hormone”) supplements tend not to contain what they say they do and the contaminants ...,2018-08-31T11:49:58Z
248,ZVR06qdg1_k,,What Is the Optimal Vitamin C Intake?,Experiments showing how much vitamin C our body absorbs and excretes can give us a sense of how many vitamin C rich fruits ...,2016-12-02T12:49:03Z
249,EVZK4n82u6w,,Is Monsanto’s Roundup Pesticide Glyphosate Safe?,Higher levels of pesticides on GMO soy is a concern since Monsanto's Roundup has been shown to be to have adverse effects on ...,2014-11-14T12:31:22Z
250,w8zoPKID_eM,,Is Carrageenan Safe?,New subscribers to our e-newsletter always receive a free gift. Get yours here: https://nutritionfacts.org/subscribe/. DESCRIPTION: ...,2013-07-31T11:20:50Z
251,7Zl0uhaL6LI,,Is Miso Healthy?,"Miso is packed with sodium, which is linked to both stomach cancer and high blood pressure, so it is safe to consume miso?",2017-02-15T12:56:28Z
252,vG44nMXpTrQ,,Back in Circulation: Sciatica and Cholesterol,"Atherosclerotic plaque clogging the arteries feeding our spine may lead to low back pain, disc degeneration, and sciatic nerve ...",2014-12-05T12:28:37Z
253,tRtX42AI9jk,,Can Cranberry Juice Treat Bladder Infections?,New subscribers to our e-newsletter always receive a free gift. Get yours here: https://nutritionfacts.org/subscribe/ DESCRIPTION: ...,2013-06-12T11:16:04Z
254,Br9AOgZAvF8,,Herbal Tea Update: Hibiscus,New subscribers to our e-newsletter always receive a free gift. Get yours here: https://nutritionfacts.org/subscribe/ DESCRIPTION: ...,2013-03-06T12:50:54Z
255,5DeTN-fci_4,,How to Treat Jet Lag with Melatonin-Rich Food,There may be a way to get the benefits of over-the-counter melatonin supplements without the risk. New subscribers to our ...,2018-09-03T11:45:28Z
256,g7z3UZy4rww,,What Are the Best Foods?,A review of reviews on the health effects of animal foods versus plant foods. New subscribers to our e-newsletter always receive a ...,2020-03-30T12:09:44Z
257,bZnvbriXGrI,,Lead in Drinking Water,"What happened in Flint Michigan, how was it discovered, and how many more Flints are there? New subscribers to our ...",2017-05-17T12:06:57Z
258,X4ubkBI_KgM,,Heavy Metal Urine Testing and Chelation for Autism,"Is testing for body burden of heavy metals like mercury with “urine mobilization tests,” “challenge tests,” “provoked urine tests” just ...",2018-04-11T12:06:27Z
259,upYpLFGjG78,,"Where Does the Arsenic in Rice, Mushrooms, and Wine Come From?",Find out what happens when our crops are grown in soil contaminated with arsenic-based pesticides and arsenic drug-laced ...,2017-07-19T12:00:27Z
260,Uyw1il99K0g,,"Heterocyclic Amines in Eggs, Cheese, and Creatine Supplements?",New subscribers to our e-newsletter always receive a free gift. Get yours here: https://nutritionfacts.org/subscribe/ DESCRIPTION: ...,2013-01-23T12:24:50Z
261,pVgzAKhz0Is,,Prunes vs. Metamucil vs. Vegan Diet,New subscribers to our e-newsletter always receive a free gift. Get yours here: https://nutritionfacts.org/subscribe/ ...,2013-03-15T11:30:44Z
262,JAqRC-kUibM,,Podcast: Obesity Series: Part 1,Today we look at a condition that is associated with a multitude of serious health issues - obesity. This episode features audio ...,2021-04-29T11:59:53Z
263,Nt8O_PuM7qc,,Are Small Intestinal Bacterial Overgrowth SIBO Tests Valid?,"Even if we could accurately diagnose SIBO, if there is no difference in symptoms between those testing positive and those testing ...",2021-08-09T11:59:50Z
264,Cv9HDEtmfwQ,,How Many Poppy Seeds Are Too Many?,New subscribers to our e-newsletter always receive a free gift. Get yours here: https://nutritionfacts.org/subscribe/ DESCRIPTION: ...,2013-10-25T11:18:27Z
265,9xg4kB3SsN8,,Does Intermittent Fasting Increase Human Life Expectancy?,Alternate-day modified fasting is put to the test for lifespan extension. New subscribers to our e-newsletter always receive a free ...,2019-11-18T13:04:09Z
266,j9OV-O5v-HA,,The Effects of Processed Meat on Lung Function,"If the nitrites in foods like ham and bacon cause lung damage, what about “uncured” meat with “no nitrites added”?",2021-03-08T12:59:46Z
267,SnqVN56EjrM,,What are the Healthiest Foods?,New subscribers to our e-newsletter always receive a free gift. Get yours here: https://nutritionfacts.org/subscribe/ DESCRIPTION: ...,2015-10-23T11:16:39Z
268,3rCg7Z3AvR0,,Fatty Meals May Impair Artery Function,We finally discovered why a single high-fat meal can cause angina chest pain. New subscribers to our e-newsletter always ...,2015-08-14T12:02:29Z
269,zPgfnwNjZ8I,,Trans Fat in Meat And Dairy,About half of America's trans fat intake now comes from animal products. New subscribers to our e-newsletter always receive a ...,2013-06-28T11:36:19Z
270,DEAcUyv4LZ4,,Flaxseed vs. Prostate Cancer,What happens when men with prostate cancer and prostatic intraepithelial neoplasia (PIN) are placed on a relatively low-fat diet ...,2013-03-25T11:33:56Z
271,AyVYK9tCF80,,The Best Source of Resveratrol,"Is there any benefit to resveratrol, and if so should we get it from wine, grapes, peanuts, or supplements? New subscribers to our ...",2018-04-02T12:01:19Z
272,EpRrD58Ah3Q,,Evidence-Based Weight Loss: Live Presentation,"In his newest live presentation from 2019, Dr. Greger offers a sneak peek into his new book How Not to Diet, which hones in on ...",2019-11-20T13:00:10Z
273,lo4kmJvoEkM,,Best Aromatherapy Herb for Alzheimers,Lemon balm may beat out drugs for controlling the symptoms of severe dementia. New subscribers to our e-newsletter always ...,2017-06-14T12:00:42Z
274,JIle6PWMmsI,,Cancer Risk from Arsenic in Rice and Seaweed,A daily half-cup of cooked rice may carry a hundred times the acceptable cancer risk of arsenic. Can seaweed from the coast of ...,2017-07-24T12:03:42Z
275,lHuoYbohf3A,,Antioxidants in a Pinch,"Some herbs and spices--including cinnamon, cloves, lemonbalm, marjoram, oregano, and peppermint--are so rich in antioxidants ...",2012-01-07T19:43:33Z
276,1AfWRfyDHw8,,Changing Our Taste Buds,New subscribers to our e-newsletter always receive a free gift. Get yours here: https://nutritionfacts.org/subscribe/ DESCRIPTION: ...,2013-09-09T11:21:25Z
277,yVjTKBw7_To,,Minimum Recommended Daily Allowance of Antioxidants,New subscribers to our e-newsletter always receive a free gift. Get yours here: https://nutritionfacts.org/subscribe/ DESCRIPTION: ...,2013-12-11T12:07:42Z
278,lIScNbcVc38,,Can Aloe Cure Cancer?,"From a case report to a randomized controlled trial, aloe is put to the test against cancer. New subscribers to our e-newsletter ...",2018-07-23T11:59:55Z
279,ypkjUy_jghQ,,Can Saunas Detoxify Lead from the Body?,How much does sweating via sauna or exercise get rid of lead and mercury? New subscribers to our e-newsletter always receive ...,2018-11-05T12:28:32Z
280,3yvYFjIlOO4,,Is Cheese Healthy? Compared to What?,Dairy is compared to other foods for cardiovascular (heart attack and stroke) risk. New subscribers to our e-newsletter always ...,2018-11-19T13:05:53Z
281,i3d1nTIGTzY,,Flaxseed vs. Diabetes,New subscribers to our e-newsletter always receive a free gift. Get yours here: https://nutritionfacts.org/subscribe/ DESCRIPTION: ...,2013-03-29T11:32:15Z
282,7MhDpQKjYE8,,Benefits of Green Tea for Boosting Antiviral Immune Function,"Unlike most antiviral drugs, green tea appears to work by boosting the immune system to combat diseases such as genital warts ...",2017-03-20T11:59:55Z
283,jG5tM2WwVjI,,Oxidized Cholesterol 27HC May Explain 3 Breast Cancer Mysteries,"Oxidized cholesterol (concentrated in products containing eggs, processed meat, and parmesan cheese) has cancer-fueling ...",2019-01-16T14:17:30Z
284,4ivLFuKLyA0,,Are Vegetarians at Risk for Eating Disorders?,"Who has the healthiest thoughts, attitudes, and habits regarding food? New subscribers to our e-newsletter always receive a free ...",2019-02-11T12:38:22Z
285,aW1Vilw0p0k,,Are Avocados Good for Your Cholesterol?,"Can guacamole lower your cholesterol as well as other whole food fat sources such as nuts, or is it just avocado industry spin.",2017-12-18T13:05:53Z
286,fEfMmaq66q0,,Fasting to Treat Depression,"A natural treatment for depression. Caloric restriction can boost levels of brain-derived neurotrophic factor (BDNF), considered to ...",2021-06-21T11:59:53Z
